Date	EAN	SKU	Machine Type	SN Machine	SN Box	Country ("Free")		Client			Date				Sort
14.06.2016 13:33:56	7615400202263	7515890	TASKI swingo 1650 seafreight	8433	5U13160318000E00	US		Kohl's			14	6	2016	13:33:56	20160614
14.06.2016 12:22:29	7615400502721	8004740	TASKI swingo 2500	11919	5U13160605001300	MONTAGE		ISS France			14	6	2016	12:22:29	20160614
14.06.2016 07:23:12	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	47381	5U13160607001100	MONTAGE		Diversey Utrecht, EPC			14	6	2016	7:23:12	20160614
14.06.2016 07:31:37	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	47372	5U13160609001100	MONTAGE		Diversey Utrecht, EPC			14	6	2016	7:31:37	20160614
14.06.2016 13:34:14	7615400202263	7515890	TASKI swingo 1650 seafreight	8441	5U13160615001000	US		Kohl's			14	6	2016	13:34:14	20160614
14.06.2016 06:38:24	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	47379	5U1316080E000D00	MONTAGE		Diversey Utrecht, EPC			14	6	2016	6:38:24	20160614
14.06.2016 07:54:47	7615400203420	7517576	TASKI swingo 1255 B Power BMS EBU DK	47168	5U13160C0C000200	DK		Alliance +			14	6	2016	7:54:47	20160614
14.06.2016 07:51:49	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	47382	5U13160C12000600	MONTAGE		Diversey Utrecht, EPC			14	6	2016	7:51:49	20160614
14.06.2016 10:50:04	7615400203420	7517576	TASKI swingo 1255 B Power BMS EBU DK	46472	5U13160D0E001500	DK		Alliance +			14	6	2016	10:50:04	20160614
14.06.2016 12:32:44	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	47554	5U13161806000700	MONTAGE		ISS France			14	6	2016	12:32:44	20160614
14.06.2016 06:50:31	7615400203406	7517574	TASKI swingo 855 B Power BMS DK	44417	5U1316190D001100	DK		Alliance +			14	6	2016	6:50:31	20160614
15.06.2016 09:16:56	7615400502721	8004740	TASKI swingo 2500	11921	5U1316030F000A00	MONTAGE		ISS France			15	6	2016	9:16:56	20160615
15.06.2016 12:59:10	7615400202751	7516831	TASKI swingo 1255 B Power BMS EURO	47494	5U13160608000F00	MONTAGE		ISS France			15	6	2016	12:59:10	20160615
15.06.2016 09:39:03	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	47900	5U1316060D001300	MONTAGE		ISS France			15	6	2016	9:39:03	20160615
15.06.2016 12:08:54	7615400204137	7518373	TASKI swingo 5000	5304	5U1316060F001600	MONTAGE		ISS France			15	6	2016	12:08:54	20160615
15.06.2016 09:56:32	7615400202751	7516831	TASKI swingo 1255 B Power BMS EURO	47488	5U13160610001500	MONTAGE		ISS France			15	6	2016	9:56:32	20160615
15.06.2016 09:47:41	7615400203895	7518096	TASKI swingo 4000	5331	5U13160610001900	MONTAGE		ISS France			15	6	2016	9:47:41	20160615
15.06.2016 10:34:40	7615400202751	7516831	TASKI swingo 1255 B Power BMS EURO	47487	5U13160613001500	MONTAGE		ISS France			15	6	2016	10:34:40	20160615
15.06.2016 07:58:48	7615400202751	7516831	TASKI swingo 1255 B Power BMS EURO	47481	5U13160C0B000200	MONTAGE		ISS Austria			15	6	2016	7:58:48	20160615
15.06.2016 07:33:53	7615400202751	7516831	TASKI swingo 1255 B Power BMS EURO	47485	5U13160C0D000400	MONTAGE		ISS Austria			15	6	2016	7:33:53	20160615
15.06.2016 12:27:35	7615400203383	7517572	TASKI swingo 855 B Power BMS EURO	47020	5U13161802000700	MONTAGE		ISS France			15	6	2016	12:27:35	20160615
15.06.2016 15:39:14	7615400203529	7517742	TASKI swingo 855 B Power BMS NA	44242	5U13161809000400	US		Northwell			15	6	2016	15:39:14	20160615
16.06.2016 07:53:28	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	47266	4X16161012000900	FIN		ISS Finland			16	6	2016	7:53:28	20160616
16.06.2016 07:33:54	7615400219483	7523356	TASKI swingo XP-R BMS EURO	2851	5U13160205000500	MONTAGE		Diversey Utrecht, EPC			16	6	2016	7:33:54	20160616
16.06.2016 08:17:54	7615400203420	7517576	TASKI swingo 1255 B Power BMS EBU DK	47456	5U13160207000500	DK		Alliance +			16	6	2016	8:17:54	20160616
16.06.2016 08:11:37	7615400219483	7523356	TASKI swingo XP-R BMS EURO	2850	5U1316020F000600	MONTAGE		Diversey Utrecht, EPC			16	6	2016	8:11:37	20160616
16.06.2016 06:47:25	7615400219483	7523356	TASKI swingo XP-R BMS EURO	2842	5U13160213000400	MONTAGE		Diversey Utrecht, EPC			16	6	2016	6:47:25	20160616
16.06.2016 09:50:52	7615400202232	7515883	TASKI swingo 1650 BMS EURO	10287	5U1316030E001000	MONTAGE		ISS France			16	6	2016	9:50:52	20160616
16.06.2016 12:07:32	7615400204137	7518373	TASKI swingo 5000	5352	5U13160310000A00	MONTAGE		Diversey Utrecht, EPC			16	6	2016	12:07:32	20160616
16.06.2016 09:01:23	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	47901	5U13160312000C00	MONTAGE		ISS France			16	6	2016	9:01:23	20160616
16.06.2016 12:52:15	7615400204137	7518373	TASKI swingo 5000	5321	5U13160C18000800	MONTAGE		Diversey Utrecht, EPC			16	6	2016	12:52:15	20160616
16.06.2016 10:50:59	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	47899	5U13160D0A001800	MONTAGE		ISS France			16	6	2016	10:50:59	20160616
16.06.2016 14:32:36	7615400204137	7518373	TASKI swingo 5000	5320	5U13160D12001800	MONTAGE		Diversey Utrecht, EPC			16	6	2016	14:32:36	20160616
16.06.2016 14:56:14	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	47903	5U13160D13000300	MONTAGE		ISS Belgium			16	6	2016	14:56:14	20160616
16.06.2016 13:34:28	7615400204137	7518373	TASKI swingo 5000	5319	5U13160E0A001900	MONTAGE		Diversey Deutschland			16	6	2016	13:34:28	20160616
16.06.2016 10:18:24	7615400203895	7518096	TASKI swingo 4000	5333	5U1316190A001700	MONTAGE		ISS France			16	6	2016	10:18:24	20160616
17.06.2016 22:11:49	7615400203895	7518096	TASKI swingo 4000	5332	5U13160112001500	MONTAGE		Diversey Utrecht, EPC			17	6	2016	22:11:49	20160617
17.06.2016 08:53:59	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	47589	5U13160304000500	MONTAGE		ISS France			17	6	2016	8:53:59	20160617
17.06.2016 13:13:47	7615400204137	7518373	TASKI swingo 5000	5353	5U13160C06000600	MONTAGE		ISS France			17	6	2016	13:13:47	20160617
17.06.2016 10:49:59	7615400502721	8004740	TASKI swingo 2500	11926	5U13160C0A000300	MONTAGE		ISS France			17	6	2016	10:49:59	20160617
17.06.2016 06:56:17	7615400204489	7518692	TASKI swingo 1650 R	10215	5U13161511000800	HU		Promotion Hungary			17	6	2016	6:56:17	20160617
17.06.2016 09:22:14	7615400502721	8004740	TASKI swingo 2500	11925	5U13161913001600	MONTAGE		ISS France			17	6	2016	9:22:14	20160617
18.06.2016 12:45:22	7615400203529	7517742	TASKI swingo 855 B Power BMS NA	44981	5U13161804000700	US		Diversey US			18	6	2016	12:45:22	20160618
20.06.2016 09:47:28	7615400204076	7518367	TASKI swingo 455 B BMS EURO	20155	4X1616070B001700	MONTAGE		ISS Belgium			20	6	2016	9:47:28	20160620
20.06.2016 08:59:39	7615400204076	7518367	TASKI swingo 455 B BMS EURO	20177	5U13160C08000A00	MONTAGE		ISS Belgium			20	6	2016	8:59:39	20160620
20.06.2016 10:39:08	7615400204076	7518367	TASKI swingo 455 B BMS EURO	20153	5U13161403000500	MONTAGE		Diversey Utrecht, EPC			20	6	2016	10:39:08	20160620
20.06.2016 09:59:32	7615400204076	7518367	TASKI swingo 455 B BMS EURO	20154	5U13161501000900	MONTAGE		ISS Belgium			20	6	2016	9:59:32	20160620
20.06.2016 15:42:13	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	47754	5X0850050D001600	MONTAGE		ISS Belgium			20	6	2016	15:42:13	20160620
20.06.2016 10:55:00	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	47779	5X08500511001500	MONTAGE		ISS France			20	6	2016	10:55:00	20160620
20.06.2016 09:35:56	7615400204076	7518367	TASKI swingo 455 B BMS EURO	20146	5X08500605000500	MONTAGE		ISS Belgium			20	6	2016	9:35:56	20160620
20.06.2016 14:18:53	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	47752	5X08500609000A00	MONTAGE		Asito			20	6	2016	14:18:53	20160620
20.06.2016 09:20:37	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	47582	5X0850060E000B00	MONTAGE		ISS France			20	6	2016	9:20:37	20160620
20.06.2016 15:49:50	7615400203895	7518096	TASKI swingo 4000	5343	5X08500611000600	MONTAGE		ISS Belgium			20	6	2016	15:49:50	20160620
20.06.2016 13:56:45	7615400204076	7518367	TASKI swingo 455 B BMS EURO	20160	5X0850080B000300	MONTAGE		ISS Belgium			20	6	2016	13:56:45	20160620
20.06.2016 15:12:33	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	47783	5X08500E01000F00	MONTAGE		ISS Belgium			20	6	2016	15:12:33	20160620
20.06.2016 10:39:31	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	47583	5X08500E08000E00	MONTAGE		ISS France			20	6	2016	10:39:31	20160620
20.06.2016 09:13:54	7615400204076	7518367	TASKI swingo 455 B BMS EURO	20077	5X08500E08000F00	MONTAGE		ISS Belgium			20	6	2016	9:13:54	20160620
20.06.2016 10:23:46	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	47578	5X08500E0A000F00	MONTAGE		ISS France			20	6	2016	10:23:46	20160620
20.06.2016 10:19:08	7615400204076	7518367	TASKI swingo 455 B BMS EURO	20149	5X0850140E001200	MONTAGE		ISS Belgium			20	6	2016	10:19:08	20160620
20.06.2016 09:46:41	7615400203383	7517572	TASKI swingo 855 B Power BMS EURO	47623	5X08501604000F00	MONTAGE		ISS France			20	6	2016	9:46:41	20160620
20.06.2016 12:23:07	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	47757	5X08501613000F00	MONTAGE		ISS Global			20	6	2016	12:23:07	20160620
21.06.2016 07:03:09	7615400202690	7516825	TASKI swingo 755 B Economy BMS EURO	47402	4X16160405000900	MONTAGE		ISS Austria			21	6	2016	7:03:09	20160621
21.06.2016 13:53:51	7615400218745	7523097	TASKI swingo XP-R Seafreight	2552	5U1316030C001100	US		Northwell			21	6	2016	13:53:51	20160621
21.06.2016 16:50:48	7615400218745	7523097	TASKI swingo XP-R Seafreight	2552	5U1316030C001100	US		Northwell			21	6	2016	16:50:48	20160621
21.06.2016 13:38:22	7615400203895	7518096	TASKI swingo 4000	5354	5U13161414000400	MONTAGE		ISS Belgium			21	6	2016	13:38:22	20160621
21.06.2016 10:20:56	7615400203383	7517572	TASKI swingo 855 B Power BMS EURO	47625	5U13161416000800	MONTAGE		ISS France			21	6	2016	10:20:56	20160621
21.06.2016 09:37:06	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	48232	5U13161503000C00	MONTAGE		ISS France			21	6	2016	9:37:06	20160621
21.06.2016 11:56:30	7615400202751	7516831	TASKI swingo 1255 B Power BMS EURO	47688	5U13161610001300	MONTAGE		ISS France			21	6	2016	11:56:30	20160621
21.06.2016 12:28:35	7615400202751	7516831	TASKI swingo 1255 B Power BMS EURO	47690	5X0850050B001600	MONTAGE		ISS France			21	6	2016	12:28:35	20160621
21.06.2016 06:44:17	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	47755	5X08500512001400	MONTAGE		ISS Belgium			21	6	2016	6:44:17	20160621
21.06.2016 07:58:38	7615400219780	7523420	TASKI swingo 2100µicro BMS EURO	1790	5X08500E01000E00	MONTAGE		ISS Belgium			21	6	2016	7:58:38	20160621
21.06.2016 10:44:48	7615400203383	7517572	TASKI swingo 855 B Power BMS EURO	47622	5X08501306001200	MONTAGE		ISS France			21	6	2016	10:44:48	20160621
21.06.2016 09:55:38	7615400203383	7517572	TASKI swingo 855 B Power BMS EURO	47619	5X0850130D000300	MONTAGE		ISS France			21	6	2016	9:55:38	20160621
21.06.2016 08:54:13	7615400203895	7518096	TASKI swingo 4000	5344	5X08501408000F00	MONTAGE		ISS Belgium			21	6	2016	8:54:13	20160621
21.06.2016 13:41:53	7615400219780	7523420	TASKI swingo 2100µicro BMS EURO	1798	5X0850140E001100	MONTAGE		ISS France			21	6	2016	13:41:53	20160621
22.06.2016 14:23:07	7615400202751	7516831	TASKI swingo 1255 B Power BMS EURO	47695	4X16160403000900	MONTAGE		ISS France			22	6	2016	14:23:07	20160622
22.06.2016 12:55:12	7615400202751	7516831	TASKI swingo 1255 B Power BMS EURO	47692	4X16160705001500	MONTAGE		ISS France			22	6	2016	12:55:12	20160622
22.06.2016 12:58:51	7615400202751	7516831	TASKI swingo 1255 B Power BMS EURO	47692	4X16160705001500	MONTAGE		ISS France			22	6	2016	12:58:51	20160622
22.06.2016 09:43:29	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	48243	5U13161415000700	MONTAGE		ISS France			22	6	2016	9:43:29	20160622
22.06.2016 15:05:35	7615400203857	7518086	TASKI swingo 1850 BMS EURO	10208	5U13161510000A00	MONTAGE		ISS France			22	6	2016	15:05:35	20160622
22.06.2016 15:38:47	7615400202232	7515883	TASKI swingo 1650 BMS EURO	10290	5X0850010D000700	MONTAGE		ISS France			22	6	2016	15:38:47	20160622
22.06.2016 06:08:54	7615400204076	7518367	TASKI swingo 455 B BMS EURO	20251	5X08501405000F00	MONTAGE		ISS Belgium			22	6	2016	6:08:54	20160622
22.06.2016 05:20:27	7615400204076	7518367	TASKI swingo 455 B BMS EURO	20250	5X0850140B001300	MONTAGE		ISS Belgium			22	6	2016	5:20:27	20160622
22.06.2016 10:50:44	7615400203383	7517572	TASKI swingo 855 B Power BMS EURO	47627	5X0850140C001100	MONTAGE		ISS France			22	6	2016	10:50:44	20160622
22.06.2016 14:46:32	7615400203383	7517572	TASKI swingo 855 B Power BMS EURO	47626	5X0850140F001000	MONTAGE		ISS France			22	6	2016	14:46:32	20160622
22.06.2016 14:14:51	7615400219780	7523420	TASKI swingo 2100µicro BMS EURO	1802	5X08501414001100	MONTAGE		ISS France			22	6	2016	14:14:51	20160622
22.06.2016 12:15:49	7615400202751	7516831	TASKI swingo 1255 B Power BMS EURO	47691	5X08501414001300	MONTAGE		ISS France			22	6	2016	12:15:49	20160622
23.06.2016 14:45:10	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	48239	4X16160704001500	MONTAGE		Asito			23	6	2016	14:45:10	20160623
23.06.2016 08:46:51	7615400202751	7516831	TASKI swingo 1255 B Power BMS EURO	47693	4X16160708001300	MONTAGE		ISS France			23	6	2016	8:46:51	20160623
23.06.2016 08:12:46	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	46806	5U1316020D000600	FIN		ISS Finland			23	6	2016	8:12:46	20160623
23.06.2016 10:52:32	7615400219780	7523420	TASKI swingo 2100µicro BMS EURO	1805	5X08500113000800	MONTAGE		Asito			23	6	2016	10:52:32	20160623
23.06.2016 09:54:51	7615400219780	7523420	TASKI swingo 2100µicro BMS EURO	1782	5X08500307001300	FIN		ISS Finland			23	6	2016	9:54:51	20160623
23.06.2016 15:17:35	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	47781	5X08500506001300	MONTAGE		Asito			23	6	2016	15:17:35	20160623
23.06.2016 09:41:20	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	48240	5X08500713000400	MONTAGE		Asito			23	6	2016	9:41:20	20160623
23.06.2016 10:18:01	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	48238	5X08500E03001200	MONTAGE		ISS Belgium			23	6	2016	10:18:01	20160623
23.06.2016 15:35:12	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	48072	5X08500E11001000	MONTAGE		Asito			23	6	2016	15:35:12	20160623
23.06.2016 15:01:33	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	48071	5X08500E12001200	MONTAGE		Asito			23	6	2016	15:01:33	20160623
23.06.2016 15:01:33	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	48071	5X08500E12001200	MONTAGE		Asito			23	6	2016	15:01:33	20160623
24.06.2016 13:48:40	7615400204489	7518692	TASKI swingo 1650 R	10271	4X16160711001500	MONTAGE		Diversey Deutschland			24	6	2016	13:48:40	20160624
24.06.2016 10:55:55	7615400204489	7518692	TASKI swingo 1650 R	10198	5U13160614001100	HU		Promotion Hungary			24	6	2016	10:55:55	20160624
24.06.2016 16:30:28	7615400218752	7515890	TASKI swingo XP-M Seafreight	2839	5U13160C06000F00	US		Diversey Utrecht, EPC			24	6	2016	16:30:28	20160624
24.06.2016 05:36:59	7615400502721	8004740	TASKI swingo 2500	11937	5X08500309001300	MONTAGE		Asito			24	6	2016	5:36:59	20160624
24.06.2016 13:10:23	7615400203857	7518086	TASKI swingo 1850 BMS EURO	10253	5X08500E10000D00	MONTAGE		ISS Belgium			24	6	2016	13:10:23	20160624
24.06.2016 04:57:04	7615400502721	8004740	TASKI swingo 2500	11936	5X08501400000F00	MONTAGE		Asito			24	6	2016	4:57:04	20160624
27.06.2016 08:38:04	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	48081	4X1616070E001300	MONTAGE		ISS Netherlands			27	6	2016	8:38:04	20160627
27.06.2016 08:57:45	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	48083	5X08500615000A00	MONTAGE		ISS Netherlands			27	6	2016	8:57:45	20160627
27.06.2016 07:59:29	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	48079	5X08501405001300	MONTAGE		ISS Netherlands			27	6	2016	7:59:29	20160627
28.06.2016 07:56:36	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	47104	5U13160D0B000200	FIN		ISS Finland			28	6	2016	7:56:36	20160628
28.06.2016 09:56:12	7615400219780	7523420	TASKI swingo 2100µicro BMS EURO	1781	5U1316150B000800	FIN		ISS Finland			28	6	2016	9:56:12	20160628
29.06.2016 13:06:13	7615400202928	7516862	TASKI swingo 350 B BMS EURO with battery	15042	4X1616040E000A00	MONTAGE	stock	ISS Netherlands			29	6	2016	13:06:13	20160629
29.06.2016 14:16:26	7615400204076	7518367	TASKI swingo 455 B BMS EURO	20318	4X1616070A001300	MONTAGE		ISS Netherlands			29	6	2016	14:16:26	20160629
29.06.2016 09:56:08	7615400502721	8004740	TASKI swingo 2500	11556	5U13160609001200	FIN		ISS Finland			29	6	2016	9:56:08	20160629
29.06.2016 07:54:35	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	40367	5U1316060E000F00	FIN		ISS Finland			29	6	2016	7:54:35	20160629
29.06.2016 08:01:56	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	40367	5U1316060E000F00	FIN		ISS Finland			29	6	2016	8:01:56	20160629
29.06.2016 10:55:00	7615400502721	8004740	TASKI swingo 2500	11864	5U13160C1A000900	FIN		Diversey Utrecht, EPC			29	6	2016	10:55:00	20160629
29.06.2016 12:28:51	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	48085	5U13161414000700	MONTAGE		Asito			29	6	2016	12:28:51	20160629
29.06.2016 12:32:31	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	48088	5U13161418000800	MONTAGE		Asito			29	6	2016	12:32:31	20160629
29.06.2016 13:34:14	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	48255	5U1316160D001300	MONTAGE		Asito			29	6	2016	13:34:14	20160629
29.06.2016 12:52:47	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	48090	5X08501403001000	MONTAGE		Asito			29	6	2016	12:52:47	20160629
30.06.2016 08:42:26	7615400204076	7518367	TASKI swingo 455 B BMS EURO	20358	4X16160704001300	MONTAGE		ISS Netherlands			30	6	2016	8:42:26	20160630
30.06.2016 07:54:55	7615400204076	7518367	TASKI swingo 455 B BMS EURO	20357	4X1616070A001700	MONTAGE		ISS Netherlands			30	6	2016	7:54:55	20160630
30.06.2016 08:59:41	7615400204076	7518367	TASKI swingo 455 B BMS EURO	20360	4X16160E0D000200	MONTAGE		ISS Netherlands			30	6	2016	8:59:41	20160630
30.06.2016 08:42:55	7615400203420	7517576	TASKI swingo 1255 B Power BMS EBU DK	47670	5U13160606001200	DK		Alliance +			30	6	2016	8:42:55	20160630
30.06.2016 11:26:12	7615400219780	7523420	TASKI swingo 2100µicro BMS EURO	1788	5U13161408000500	FIN		ISS Finland			30	6	2016	11:26:12	20160630
30.06.2016 08:12:39	7615400204076	7518367	TASKI swingo 455 B BMS EURO	20361	5X08500104000800	MONTAGE		ISS Netherlands			30	6	2016	8:12:39	20160630
01.07.2016 12:55:14	7615400202751	7516831	TASKI swingo 1255 B Power BMS EURO	47703	4X1616070D001300	MONTAGE		ISS France			1	7	2016	12:55:14	20160701
01.07.2016 08:33:15	7615400203895	7518096	TASKI swingo 4000	5250	4X1616070D001500	FIN		ISS Finland			1	7	2016	8:33:15	20160701
01.07.2016 08:36:24	7615400202928	7516862	TASKI swingo 350 B BMS EURO with battery	15044	4X16160711001400	MONTAGE	wackler	Wackler Deutschland			1	7	2016	8:36:24	20160701
01.07.2016 07:54:08	7615400202690	7516825	TASKI swingo 755 B Economy BMS EURO	48202	4X16160715001400	MONTAGE	stock	Wackler Deutschland			1	7	2016	7:54:08	20160701
01.07.2016 07:59:34	7615400202928	7516862	TASKI swingo 350 B BMS EURO with battery	15051	5U13161407000500	MONTAGE	wackler	Wackler Deutschland			1	7	2016	7:59:34	20160701
01.07.2016 09:19:32	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	48087	5X0850140A001400	MONTAGE		ISS France			1	7	2016	9:19:32	20160701
01.07.2016 13:17:12	7615400202751	7516831	TASKI swingo 1255 B Power BMS EURO	47825	5X0850140D001000	MONTAGE		ISS Austria			1	7	2016	13:17:12	20160701
01.07.2016 07:30:20	7615400202928	7516862	TASKI swingo 350 B BMS EURO with battery	15045	5X08501606001000	MONTAGE	wackler	Wackler Deutschland			1	7	2016	7:30:20	20160701
01.07.2016 06:53:12	7615400202928	7516862	TASKI swingo 350 B BMS EURO with battery	15050	5X08501608000F00	MONTAGE	stock	Wackler Deutschland			1	7	2016	6:53:12	20160701
01.07.2016 09:55:37	7615400203383	7517572	TASKI swingo 855 B Power BMS EURO	48151	5X0850160D001000	MONTAGE		ISS France			1	7	2016	9:55:37	20160701
05.07.2016 06:59:03	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	48383	5X08501407001100	MONTAGE		Promotion Austria			5	7	2016	6:59:03	20160705
06.07.2016 08:35:44	7615400202706	7516826	TASKI swingo 755 B Power BMS EURO	48075	5U13160D0B001200	NORWAY		ISS Norway			6	7	2016	8:35:44	20160706
06.07.2016 07:34:35	7615400219483	7523356	TASKI swingo XP-R BMS EURO	2810	5U13161417000800	FIN		ISS Finland			6	7	2016	7:34:35	20160706
06.07.2016 06:47:58	7615400202751	7516831	TASKI swingo 1255 B Power BMS EURO	47830	5X0850140F001100	MONTAGE		ISS Austria			6	7	2016	6:47:58	20160706
06.07.2016 11:57:28	7615400203383	7517572	TASKI swingo 855 B Power BMS EURO	48156	5X08501418001100	MONTAGE		ISS France			6	7	2016	11:57:28	20160706
07.07.2016 19:36:40	7615400203376	7517571	TASKI swingo 855 B Power	45409	5U13160307001100	US		Walgreens			7	7	2016	19:36:40	20160707
07.07.2016 19:43:50	7615400203376	7517571	TASKI swingo 855 B Power	41590	5U13160605000F00	US		Walgreens			7	7	2016	19:43:50	20160707
07.07.2016 19:46:49	7615400203376	7517571	TASKI swingo 855 B Power	41583	5U13160B16000A00	US		Walgreens			7	7	2016	19:46:49	20160707
07.07.2016 19:41:08	7615400203376	7517571	TASKI swingo 855 B Power	41593	5U13160C0B000600	US		Walgreens			7	7	2016	19:41:08	20160707
07.07.2016 19:51:43	7615400203376	7517571	TASKI swingo 855 B Power	41591	5U13160C0E000800	US		Walgreens			7	7	2016	19:51:43	20160707
07.07.2016 19:51:56	7615400203376	7517571	TASKI swingo 855 B Power	41610	5U13160C18000500	US		Walgreens			7	7	2016	19:51:56	20160707
07.07.2016 19:47:41	7615400203376	7517571	TASKI swingo 855 B Power	41608	5U13160D0D001100	US		Walgreens			7	7	2016	19:47:41	20160707
07.07.2016 19:42:31	7615400203376	7517571	TASKI swingo 855 B Power	41486	5U13160D14001300	US		Walgreens			7	7	2016	19:42:31	20160707
07.07.2016 19:37:08	7615400203376	7517571	TASKI swingo 855 B Power	45313	5U13160D17001500	US		Walgreens			7	7	2016	19:37:08	20160707
07.07.2016 09:44:17	7615400204489	7518692	TASKI swingo 1650 R	10314	5X08501602000F00	MONTAGE		Diversey Deutschland			7	7	2016	9:44:17	20160707
07.07.2016 14:34:45	7615400202751	7516831	TASKI swingo 1255 B Power BMS EURO	47841	5X08501605001000	MONTAGE		ISS Austria			7	7	2016	14:34:45	20160707
08.07.2016 19:30:19	7615400203529	7517742	TASKI swingo 855 B Power BMS NA	44980	5U13160C15000700	US		Walgreens			8	7	2016	19:30:19	20160708
08.07.2016 10:14:58	7615400219780	7523420	TASKI swingo 2100µicro BMS EURO	1821	5X08501417001300	MONTAGE		ISS France			8	7	2016	10:14:58	20160708
09.07.2016 12:40:15	7615400203376	7517571	TASKI swingo 855 B Power	41617	5U13160303001000	US		Walgreens			9	7	2016	12:40:15	20160709
09.07.2016 13:45:56	7615400203376	7517571	TASKI swingo 855 B Power	45410	5U13160315000600	US		Walgreens			9	7	2016	13:45:56	20160709
09.07.2016 13:50:18	7615400203376	7517571	TASKI swingo 855 B Power	45411	5U13160C01000800	US		Walgreens			9	7	2016	13:50:18	20160709
09.07.2016 13:43:08	7615400203376	7517571	TASKI swingo 855 B Power	45412	5U13160C01001000	US		Walgreens			9	7	2016	13:43:08	20160709
09.07.2016 13:51:29	7615400203376	7517571	TASKI swingo 855 B Power	45413	5U13160C02000800	US		Walgreens			9	7	2016	13:51:29	20160709
09.07.2016 13:52:19	7615400203376	7517571	TASKI swingo 855 B Power	45408	5U13160C07000200	US		Walgreens			9	7	2016	13:52:19	20160709
09.07.2016 13:59:51	7615400203376	7517571	TASKI swingo 855 B Power	45405	5U13160C07000600	US		Walgreens			9	7	2016	13:59:51	20160709
09.07.2016 13:37:56	7615400203376	7517571	TASKI swingo 855 B Power	45406	5U13160C11000200	US		Walgreens			9	7	2016	13:37:56	20160709
09.07.2016 14:00:12	7615400203376	7517571	TASKI swingo 855 B Power	47064	5U13160D0C001400	US		Walgreens			9	7	2016	14:00:12	20160709
09.07.2016 13:55:52	7615400203376	7517571	TASKI swingo 855 B Power	45407	5U13160D10001400	US		Walgreens			9	7	2016	13:55:52	20160709
11.07.2016 18:59:09	7615400203376	7517571	TASKI swingo 855 B Power	46881	5U13160616000E00	US		Walgreens			11	7	2016	18:59:09	20160711
11.07.2016 19:45:55	7615400203376	7517571	TASKI swingo 855 B Power	46888	5U13160D05001500	US		Walgreens			11	7	2016	19:45:55	20160711
11.07.2016 18:47:46	7615400203376	7517571	TASKI swingo 855 B Power	46882	5U13160D16001400	US		Walgreens			11	7	2016	18:47:46	20160711
11.07.2016 10:42:51	7615400204489	7518692	TASKI swingo 1650 R	10337	5X08501617001000	MONTAGE		Diversey Deutschland			11	7	2016	10:42:51	20160711
12.07.2016 13:39:47	7615400203376	7517571	TASKI swingo 855 B Power	47065	5U13160305000D00	US		Walgreens			12	7	2016	13:39:47	20160712
12.07.2016 12:06:44	7615400203376	7517571	TASKI swingo 855 B Power	47000	5U13160319000700	US		Walgreens			12	7	2016	12:06:44	20160712
